Title,Slug,Template Image Path,Collection ID,Locale ID,Item ID,Created On,Updated On,Published On,Template Image,Heading (H1) - Template,Description - Template,Image URL - Template,Image Alt Text - Template,Figma Link - Template,Use Case - Template,Type - Template,Industry - Template,Supported Email Clients - Template,Supported ESPs - Template,Meta Description - Template,Full URL,Related Templates
Business Workshop SaaS HTML Email Template,saas-business-workshop,images/saas-business-workshop.webp,66851ff5597edd9f7c0cbee7,66851ff5597edd9f7c0cbdde,66851ff5597edd9f7c0cc330,Mon Jun 24 2024 09:16:39 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:24:09 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:25:01 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/6656cfa894f8540abda9ef88/66793977f0cb5ff56ffea249_66791573bf26f06ee8ef90ed_templates-events-and-invitations-saas-business-workshop.png,,"The ""Espresso Exchange"" HTML email template offers an inviting virtual roundtable setup. Perfect for creative and tech communities to spark innovation and engagement.",,SaaS-Business Workshop,https://www.figma.com/file/GvEQPfLEf1edP731vD99lt/Events-Email-Templates-Library?type=design&node-id=1-6&mode=design&t=QJO8jqDHt1X2drlG-0,"<p><a href=""/templates/events-and-invitations"" id="""">Events &amp; Invitations</a></p>","<p><a href=""/templates/announcements-communications"" id="""">Announcements / Communications</a></p>","<p><a href=""/templates/software-and-digital-services"" id="""">Software &amp; Digital Services</a></p>","<p id="""">Outlook, Apple Mail</p>","<p id="""">MailChimp, HubSpot, GetResponse, Campaign Monitor, Zoho Mail, Mailjet, Moosend</p>","Spark innovation with this SaaS HTML email template. Ideal for creative and tech communities, featuring an inviting virtual roundtable setup.",/email-template/saas-business-workshop,education-women-conference-on-innovation; saas-webinar-digital-marketing; saas-virtual-coffee-chat; education-univerity-alumni-meet; ultimate-mobile-filmmaking-giveaway-html-template; saas-technology-summit; sonos-ace-live-qna-html-template; slack-frontiers-invitation-html; travel-scheduled-workshops-and-activities; saas-online-tea-time-talk; education-modern-design-session; live-training-schedule-html-email-template; education-learn-content-strategies; laels-ride-around-the-world-html-template; education-growth-masterclass; beauty-female-progress-symposium; beauty-fathers-day-sale; emma-u-class-22-event-recap-html; saas-email-marketing-session; education-educators-day-celebration; education-discover-innovative-techniques; saas-digital-summit; saas-digital-planning-event; finance-digital-dynamics-expo; education-digital-design-expo; saas-business-strategies-conference; education-annual-confluence-summit; adidas-confirmed-invitation-html-template
Business Strategies Conference SaaS HTML Email Template,saas-business-strategies-conference,images/saas-business-strategies-conference.webp,66851ff5597edd9f7c0cbee7,66851ff5597edd9f7c0cbdde,66851ff5597edd9f7c0cc333,Mon Jun 24 2024 09:16:40 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:24:08 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:25:01 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/6656cfa894f8540abda9ef88/66793978332aaeafe3422556_66791573e33f668d28dbd2dd_templates-events-and-invitations-saas-business-strategies-conference.png,,"The ""Action Ahead Conference"" HTML email template is perfect for professional development events. Offers early-bird savings and strong call-to-action buttons to drive quick registrations.",,SaaS-Business Strategies Conference,https://www.figma.com/file/GvEQPfLEf1edP731vD99lt/Events-Email-Templates-Library?type=design&node-id=1-8&mode=design&t=QJO8jqDHt1X2drlG-0,"<p><a href=""/templates/events-and-invitations"" id="""">Events &amp; Invitations</a></p>","<p><a href=""/templates/announcements-communications"" id="""">Announcements / Communications</a></p>","<p><a href=""/templates/software-and-digital-services"" id="""">Software &amp; Digital Services</a></p>","<p id="""">Apple Mail, Yahoo!, Outlook</p>","<p id="""">MailChimp, Brevo, Active Campaign, GetResponse, Campaign Monitor</p>",Promote professional development events with this SaaS HTML email template. Offer early-bird savings and strong CTAs for quick registrations.,/email-template/saas-business-strategies-conference,education-women-conference-on-innovation; saas-webinar-digital-marketing; saas-virtual-coffee-chat; education-univerity-alumni-meet; ultimate-mobile-filmmaking-giveaway-html-template; saas-technology-summit; sonos-ace-live-qna-html-template; slack-frontiers-invitation-html; travel-scheduled-workshops-and-activities; saas-online-tea-time-talk; education-modern-design-session; live-training-schedule-html-email-template; education-learn-content-strategies; laels-ride-around-the-world-html-template; education-growth-masterclass; beauty-female-progress-symposium; beauty-fathers-day-sale; emma-u-class-22-event-recap-html; saas-email-marketing-session; education-educators-day-celebration; education-discover-innovative-techniques; saas-digital-summit; saas-digital-planning-event; finance-digital-dynamics-expo; education-digital-design-expo; saas-business-workshop; education-annual-confluence-summit; adidas-confirmed-invitation-html-template
Business Solutions SaaS HTML Email Template,saas-business-solutions,images/saas-business-solutions.webp,66851ff5597edd9f7c0cbee7,66851ff5597edd9f7c0cbdde,66851ff5597edd9f7c0cc2e7,Mon Jun 24 2024 09:16:24 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:24:19 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:25:01 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/6656cfa894f8540abda9ef88/66793967e7844a9625a3a1e9_66791581cf9d59b9cddbce41_templates-product-promotions-and-updates-saas-business-solutions.png,,Showcase expertise and client success stories with this sleek SaaS HTML email template. Ideal for digital marketing firms presenting actionable insights and tech-savvy image.,,SaaS-Business Solutions,https://www.figma.com/file/bE3YOZaoxAhHXWu8dXZBZF/Product-Promotions-%26-Updates-Email-Templates-Library?type=design&node-id=1-12&mode=design&t=Wd9oHwojHMiiSHBu-0,"<p><a href=""/templates/product-promotions-and-updates"" id="""">Product Promotions &amp; Updates</a></p>","<p><a href=""/templates/marketing"" id="""">Marketing</a></p>","<p><a href=""/templates/software-and-digital-services"" id="""">Software &amp; Digital Services</a></p>","<p id="""">Apple Mail, Gmail, Outlook</p>","<p id="""">Zoho Mail, Salesforce, Klaviyo, Constant Contact, Campaign Monitor, Moosend, HubSpot, Brevo</p>",Showcase expertise with this sleek SaaS HTML email template. Highlight client success stories and actionable insights for digital marketing firms.,/email-template/saas-business-solutions,travel-word-tourism-day; weekly-bonus-commissions-html; wandrd-gear-sale-html-template; vanmoof-s4-x4-evergreen-sale-html-template; vanmoof-s4-x4-ebikes-html-template; unlimited-hosting-announcement-html-email-template; turmeric-balance-blend-html-template; tracksmith-take-the-plunge-html-template; fashion-top-picks-for-school; true-cost-addiction-healthcare-html; hypothesis-of-post-running-high; desks-behind-station-html; building-blocks-career-html; super-spritz-spf-50-face-mist-html-template; restaurant-summer-delight-deals; summer-24-collection-html-email-template; streamline-scheduling-reduce-cancellations-html; standing-desk-promotion-html-template; sphaera-bisphaera-eyewear-html-email-template; software-comparison-html-email-template; smoothing-mini-gift-set-html-template; education-selective-classes-deals; samra-on-the-go-coffee-kit-html-template; rouge-berry-lip-jelly-html-template; research-maturity-model-html-email-template; beauty-renewed-choices; reel-bamboo-toilet-paper-availability-html-template; reebok-pride-collection-2024-html-template; really-long-toilet-rolls-html-template; project-management-miro-html-email-template; pleasures-apparel-collection-html-email-template; performance-footwear-html-template; paypal-business-insights-html; outdoor-voices-jog-shorts-html-template; outdoor-furniture-promotion-html-template; otter-pro-upgrade-html; oakley-factory-team-return-html-template; netlify-dynamic-features-html-email-template; mixpanel-vs-google-analytics-html-email-template; mixpanel-data-modeling; metabolism-test-promotion-html-template; beauty-makeup-essentials-offer; made-in-los-angeles-wholesale-html-email-template; lenny-kravitz-x-ray-ban-reverse-html-email-template; education-know-committed-educators; klaviyo-retention-strategy-webinar-html-template; kim-and-kris-powered-by-update-html-template; indeed-resume-visibility; hinge-mixpanel-html; green-banana-buffing-bar-html-template; google-workspace-html-email-template; ssp-precision-burrs-html; fashion-freedom-day-celebration; extra-peach-soda-html-template; travel-explore-the-world; event-sunscreen-promotion-html-email-template; eliot-runner-test-of-miles-html-template; ease-x-nomia-collection-html-template; digital-construction-conversations-podcast-html; restaurant-culinary-classes; copper-cow-coffee-rewards-email-template; connect-your-show-html-email-template; companies-hiring-now-html-email-template; beauty-celebrating-womanhood; celebrate-with-us-html; cecred-bioactive-keratin-html-template; carhartt-wip-radio-html-email-template; calendly-sales-marketing-resources-html; burberry-summer-styles-html-email-template; bougie-free-shipping-email-template; borosilicate-glassware-html-template; board-views-insights-html-email-template; ecommerce-blossom-beauty; ecommerce-be-in-best-look; bbuc-dream-beyond-email-template; asphalte-le-short-classique-html-template; asana-calendar-view; as-seen-on-fashion-socks-html-email-template; allbirds-solstice-shoes-html-email-template; ai-upskilling-marketers-html-email-template; ace-branding-game-html; a24-screenplay-collection-html-template; 2023-consumer-trends-index-html
Business Information Request HTML Email Template,business-information-request-html-email-template,images/business-information-request-html-email-template.webp,,,,,,,https://uploads-ssl.webflow.com/66851ff5597edd9f7c0cbddb/66c7324d4157381f844f00e6_Provide%20business%20information.png,,Simple and direct email template for requesting business information. Ideal for building trust with customers by verifying essential details.,,Business Information Request HTML Email Template,https://www.figma.com/design/vJhLYfdgr0A1CJ6a7epFEE/New-Notifications-%26-Acknowledgement-Email-Templates-Library?node-id=2204-147&t=2A7b0b92xw7NDbNa-0,"<p><a href=""/templates/notifications-and-acknowledgement"" id="""">Notifications &amp; Acknowledgement</a></p>","<p><a href=""/templates/transactional"" id="""">Transactional</a></p>","<p><a href=""/templates/software-and-digital-services"" id="""">Software &amp; Digital Services</a></p>","<p>Yahoo!, Gmail, Outlook</p>","<p>Zoho Mail, HubSpot, Salesforce, MailChimp</p>",Clean and direct email template for requesting business details to enhance trust with customers. Ideal for transactional communications.,/email-template/business-information-request-html-email-template,yellowbird-holiday-email-preferences-html-template; beauty-womens-day-celebration; education-schedule-for-the-week; tracksmith-foundation-bulletin-html-email-template; saas-scheduled-power-interruption; rydoo-expense-processed; ecommerce-review-drive-history; beauty-purchase-details; fashion-purchase-confirmed; saas-platform-maintenance-break; saas-upcoming-platform-enhancement; saas-deal-on-plan-upgrade; saas-password-update-successful; fashion-problem-with-order-delivery; education-new-semester-sale; saas-membership-renew-countdown; restaurant-meal-has-arrived; travel-journey-so-far; restaurant-irresistible-deals; saas-event-itinerary; carhartt-wip-radio-techno-alliance-email-template; travel-adventures-offers; saas-account-security-prompt; ecommerce-a-warm-welcome
Burberry Summer Styles HTML Email Template,burberry-summer-styles-html-email-template,images/burberry-summer-styles-html-email-template.webp,,,,,,,https://uploads-ssl.webflow.com/66851ff5597edd9f7c0cbddb/66c73235ef9d933e2bd908b6_Burberry%20Summer.png,,Elegant email template featuring Burberry's summer collection. Perfect for high-end fashion promotions.,,Burberry Summer Styles HTML Email Template,https://www.figma.com/design/wSI24CJLpOzO3BKg695Rw2/New-Product-Promotions-%26-Updates-Email-Templates-Library?node-id=2209-1459&t=s6hm77EssVQzxcYA-0,"<p><a href=""/templates/product-promotions-and-updates"" id="""">Product Promotions &amp; Updates</a></p>","<p><a href=""/templates/marketing"" id="""">Marketing</a></p>","<p><a href=""/templates/fashion"" id="""">Fashion</a></p>","<p>Outlook, Apple Mail, Gmail</p>","<p>Mailjet, Constant Contact, Brevo, GetResponse, Campaign Monitor, Active Campaign, Klaviyo</p>","Highlight Burberry's summer collection with this elegant HTML email template, perfect for promoting luxury fashion in seasonal campaigns.",/email-template/burberry-summer-styles-html-email-template,travel-word-tourism-day; weekly-bonus-commissions-html; wandrd-gear-sale-html-template; vanmoof-s4-x4-evergreen-sale-html-template; vanmoof-s4-x4-ebikes-html-template; unlimited-hosting-announcement-html-email-template; turmeric-balance-blend-html-template; tracksmith-take-the-plunge-html-template; fashion-top-picks-for-school; true-cost-addiction-healthcare-html; hypothesis-of-post-running-high; desks-behind-station-html; building-blocks-career-html; super-spritz-spf-50-face-mist-html-template; restaurant-summer-delight-deals; summer-24-collection-html-email-template; streamline-scheduling-reduce-cancellations-html; standing-desk-promotion-html-template; sphaera-bisphaera-eyewear-html-email-template; software-comparison-html-email-template; smoothing-mini-gift-set-html-template; education-selective-classes-deals; samra-on-the-go-coffee-kit-html-template; rouge-berry-lip-jelly-html-template; research-maturity-model-html-email-template; beauty-renewed-choices; reel-bamboo-toilet-paper-availability-html-template; reebok-pride-collection-2024-html-template; really-long-toilet-rolls-html-template; project-management-miro-html-email-template; pleasures-apparel-collection-html-email-template; performance-footwear-html-template; paypal-business-insights-html; outdoor-voices-jog-shorts-html-template; outdoor-furniture-promotion-html-template; otter-pro-upgrade-html; oakley-factory-team-return-html-template; netlify-dynamic-features-html-email-template; mixpanel-vs-google-analytics-html-email-template; mixpanel-data-modeling; metabolism-test-promotion-html-template; beauty-makeup-essentials-offer; made-in-los-angeles-wholesale-html-email-template; lenny-kravitz-x-ray-ban-reverse-html-email-template; education-know-committed-educators; klaviyo-retention-strategy-webinar-html-template; kim-and-kris-powered-by-update-html-template; indeed-resume-visibility; hinge-mixpanel-html; green-banana-buffing-bar-html-template; google-workspace-html-email-template; ssp-precision-burrs-html; fashion-freedom-day-celebration; extra-peach-soda-html-template; travel-explore-the-world; event-sunscreen-promotion-html-email-template; eliot-runner-test-of-miles-html-template; ease-x-nomia-collection-html-template; digital-construction-conversations-podcast-html; restaurant-culinary-classes; copper-cow-coffee-rewards-email-template; connect-your-show-html-email-template; companies-hiring-now-html-email-template; beauty-celebrating-womanhood; celebrate-with-us-html; cecred-bioactive-keratin-html-template; carhartt-wip-radio-html-email-template; calendly-sales-marketing-resources-html; saas-business-solutions; bougie-free-shipping-email-template; borosilicate-glassware-html-template; board-views-insights-html-email-template; ecommerce-blossom-beauty; ecommerce-be-in-best-look; bbuc-dream-beyond-email-template; asphalte-le-short-classique-html-template; asana-calendar-view; as-seen-on-fashion-socks-html-email-template; allbirds-solstice-shoes-html-email-template; ai-upskilling-marketers-html-email-template; ace-branding-game-html; a24-screenplay-collection-html-template; 2023-consumer-trends-index-html
BrewPub Specials Exclusive Perks HTML Email Template,restaurant-brewpub-exclusive-perks,images/restaurant-brewpub-exclusive-perks.webp,66851ff5597edd9f7c0cbee7,66851ff5597edd9f7c0cbdde,66851ff5597edd9f7c0cc110,Mon Jun 24 2024 09:15:56 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:24:45 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:25:01 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/6656cfa894f8540abda9ef88/6679394b02cb22fccdca82fa_6679158cf6d8aed71db189e3_templates-welcome-restaurant-brewpub-exclusive-perks.png,,"Engage patrons with exclusive perks using this HTML email template. Promote craft beers and gourmet bites, offering a free starter dish to attract beer aficionados and food lovers. Ideal for pubs and breweries.",,Restaurant BrewPub Exclusive Perks,https://www.figma.com/file/m051f08jw0Snt0c0H6Sc0f/Welcome-Email-Templates-Library?type=design&node-id=0-1&mode=design&t=qXjlwJSub7GnLAzS-0,"<p><a href=""/templates/welcome"" id="""">Welcome</a></p>","<p><a href=""/templates/user-lifecycle"" id="""">User Lifecycle</a></p>","<p><a href=""/templates/restaurants-food-and-beverages"" id="""">Restaurants, Food &amp; Beverages</a></p>","<p id="""">Yahoo!, Outlook</p>","<p id="""">Salesforce, MailChimp, Constant Contact, Brevo, Active Campaign</p>","Attract beer lovers with this HTML email template. Offer exclusive perks and a free starter dish, promoting craft beers and gourmet bites at your pub.",/email-template/restaurant-brewpub-exclusive-perks,ecommerce-white-cat-welcome; welcome-club-html-template; welcome-similarweb-html; welcome-reclaimai-free-trial-html; welcome-to-nudie-jeans-html-email-template; welcome-to-kick-game-html-email-template; welcome-to-fjallraven-html-email-template; welcome-fireflies-html; fashion-special-discount-on-welcome; beauty-skincare-family-welcome; saas-elite-welcome-offer; new-member-exclusive-offer-html-email-template; education-new-academic-year-welcome; travel-welcome-to-luxe-haven; education-language-learning-welcome; restaurant-dine-in-welcome; travel-companion-explore-beyond-limits; beauty-welcome-skincare-enthusiast; saas-welcome-product-intro; saas-hello-and-welcome; beauty-chanel-training-membership; ecommerce-arneo-story-and-journey; beauty-welcome-tips; ecommerce-whats-in-the-store; saas-welcome-to-ambassador-program
Boxing Day Sale Fashion HTML Email Template,fashion-boxing-day-sale,images/fashion-boxing-day-sale.webp,66851ff5597edd9f7c0cbee7,66851ff5597edd9f7c0cbdde,66851ff5597edd9f7c0cc392,Mon Jun 24 2024 09:16:55 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:23:55 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:25:01 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/6656cfa894f8540abda9ef88/667939874d2c65b81fe9eaea_6679156ee82da844727f2ecd_templates-boxing-day-fashion-boxing-day-sale.png,,"Festive and colorful email template for a clothing retailer's Boxing Week sale, offering up to 70% off plus an extra discount. Encourages shopping for winter essentials with additional savings on new styles.",,Fashion-Boxing Day Sale,https://www.figma.com/file/WeuIKfrWEdt4WAVoUr9gXL/Boxing-Day-Email-Templates-Library?type=design&node-id=0-1&mode=design&t=QGurhRdh19p3wCUq-0,"<p><a href=""/templates/boxing-day"" id="""">Boxing Day</a></p>","<p><a href=""/templates/festive"" id="""">Festive</a></p>","<p><a href=""/templates/fashion"" id="""">Fashion</a></p>","<p id="""">Outlook, Gmail</p>","<p id="""">Brevo, Salesforce, Campaign Monitor, HubSpot</p>",Boost Boxing Week sales with this festive fashion HTML email template. Up to 70% off and extra discounts on winter essentials.,/email-template/fashion-boxing-day-sale,ecommerce-yearly-mega-offer; ecommerce-sports-equipment-sale; fashion-savings-on-footwears; ecommerce-holiday-collection-sale; ecommerce-fitness-gear-special-sale; ecommerce-electronics-blast-sale; ecommerce-discount-on-outlet-items
Bougie Free Shipping Email Template,bougie-free-shipping-email-template,images/bougie-free-shipping-email-template.webp,,,,,,,https://uploads-ssl.webflow.com/66851ff5597edd9f7c0cbddb/66c732170bff87ce94cdd705_A%20Lighter%20that%20lasts%20forever%20%F0%9F%94%A5.png,,This Bougie email template promotes free shipping for lighter holders with an email-only offer. Ideal for ecommerce and promotional campaigns.,,Bougie Free Shipping Email Template,https://www.figma.com/design/wSI24CJLpOzO3BKg695Rw2/New-Product-Promotions-%26-Updates-Email-Templates-Library?node-id=2206-806&t=s6hm77EssVQzxcYA-0,"<p><a href=""/templates/product-promotions-and-updates"" id="""">Product Promotions &amp; Updates</a></p>","<p><a href=""/templates/marketing"" id="""">Marketing</a></p>","<p><a href=""/templates/ecommerce"" id="""">Ecommerce</a></p>","<p>Outlook, Gmail</p>","<p>Salesforce, Constant Contact, HubSpot, MailChimp, Zoho Mail</p>","Promote free shipping on Bougie lighter holders with this sleek email template, designed to boost conversions and customer engagement.",/email-template/bougie-free-shipping-email-template,travel-word-tourism-day; weekly-bonus-commissions-html; wandrd-gear-sale-html-template; vanmoof-s4-x4-evergreen-sale-html-template; vanmoof-s4-x4-ebikes-html-template; unlimited-hosting-announcement-html-email-template; turmeric-balance-blend-html-template; tracksmith-take-the-plunge-html-template; fashion-top-picks-for-school; true-cost-addiction-healthcare-html; hypothesis-of-post-running-high; desks-behind-station-html; building-blocks-career-html; super-spritz-spf-50-face-mist-html-template; restaurant-summer-delight-deals; summer-24-collection-html-email-template; streamline-scheduling-reduce-cancellations-html; standing-desk-promotion-html-template; sphaera-bisphaera-eyewear-html-email-template; software-comparison-html-email-template; smoothing-mini-gift-set-html-template; education-selective-classes-deals; samra-on-the-go-coffee-kit-html-template; rouge-berry-lip-jelly-html-template; research-maturity-model-html-email-template; beauty-renewed-choices; reel-bamboo-toilet-paper-availability-html-template; reebok-pride-collection-2024-html-template; really-long-toilet-rolls-html-template; project-management-miro-html-email-template; pleasures-apparel-collection-html-email-template; performance-footwear-html-template; paypal-business-insights-html; outdoor-voices-jog-shorts-html-template; outdoor-furniture-promotion-html-template; otter-pro-upgrade-html; oakley-factory-team-return-html-template; netlify-dynamic-features-html-email-template; mixpanel-vs-google-analytics-html-email-template; mixpanel-data-modeling; metabolism-test-promotion-html-template; beauty-makeup-essentials-offer; made-in-los-angeles-wholesale-html-email-template; lenny-kravitz-x-ray-ban-reverse-html-email-template; education-know-committed-educators; klaviyo-retention-strategy-webinar-html-template; kim-and-kris-powered-by-update-html-template; indeed-resume-visibility; hinge-mixpanel-html; green-banana-buffing-bar-html-template; google-workspace-html-email-template; ssp-precision-burrs-html; fashion-freedom-day-celebration; extra-peach-soda-html-template; travel-explore-the-world; event-sunscreen-promotion-html-email-template; eliot-runner-test-of-miles-html-template; ease-x-nomia-collection-html-template; digital-construction-conversations-podcast-html; restaurant-culinary-classes; copper-cow-coffee-rewards-email-template; connect-your-show-html-email-template; companies-hiring-now-html-email-template; beauty-celebrating-womanhood; celebrate-with-us-html; cecred-bioactive-keratin-html-template; carhartt-wip-radio-html-email-template; calendly-sales-marketing-resources-html; saas-business-solutions; burberry-summer-styles-html-email-template; borosilicate-glassware-html-template; board-views-insights-html-email-template; ecommerce-blossom-beauty; ecommerce-be-in-best-look; bbuc-dream-beyond-email-template; asphalte-le-short-classique-html-template; asana-calendar-view; as-seen-on-fashion-socks-html-email-template; allbirds-solstice-shoes-html-email-template; ai-upskilling-marketers-html-email-template; ace-branding-game-html; a24-screenplay-collection-html-template; 2023-consumer-trends-index-html
Borosilicate Glassware HTML Email Template for Product Promotion,borosilicate-glassware-html-template,images/borosilicate-glassware-html-template.webp,,,,,,,https://uploads-ssl.webflow.com/66851ff5597edd9f7c0cbddb/66c73217cb44f285caf18688_Do%20Materials%20Matter_%20Meet_%20Borosilicate.png,,"This email template introduces the benefits of borosilicate glass used in Material's glassware. The design emphasizes the durability, lightweight feel, and thermal resistance of the glass, making it ideal for promoting high-quality kitchenware.",,Borosilicate Glassware HTML Email Template,https://www.figma.com/design/wSI24CJLpOzO3BKg695Rw2/New-Product-Promotions-%26-Updates-Email-Templates-Library?node-id=2206-604&t=s6hm77EssVQzxcYA-0,"<p><a href=""/templates/product-promotions-and-updates"" id="""">Product Promotions &amp; Updates</a></p>","<p><a href=""/templates/marketing"" id="""">Marketing</a></p>","<p><a href=""/templates/ecommerce"" id="""">Ecommerce</a></p>","<p>Gmail, Yahoo!</p>","<p>Brevo, Mailjet, Moosend, Zoho Mail, Active Campaign, Salesforce, Constant Contact</p>","Elegant HTML email template promoting borosilicate glassware, ideal for customers seeking durable and stylish kitchen essentials.",/email-template/borosilicate-glassware-html-template,travel-word-tourism-day; weekly-bonus-commissions-html; wandrd-gear-sale-html-template; vanmoof-s4-x4-evergreen-sale-html-template; vanmoof-s4-x4-ebikes-html-template; unlimited-hosting-announcement-html-email-template; turmeric-balance-blend-html-template; tracksmith-take-the-plunge-html-template; fashion-top-picks-for-school; true-cost-addiction-healthcare-html; hypothesis-of-post-running-high; desks-behind-station-html; building-blocks-career-html; super-spritz-spf-50-face-mist-html-template; restaurant-summer-delight-deals; summer-24-collection-html-email-template; streamline-scheduling-reduce-cancellations-html; standing-desk-promotion-html-template; sphaera-bisphaera-eyewear-html-email-template; software-comparison-html-email-template; smoothing-mini-gift-set-html-template; education-selective-classes-deals; samra-on-the-go-coffee-kit-html-template; rouge-berry-lip-jelly-html-template; research-maturity-model-html-email-template; beauty-renewed-choices; reel-bamboo-toilet-paper-availability-html-template; reebok-pride-collection-2024-html-template; really-long-toilet-rolls-html-template; project-management-miro-html-email-template; pleasures-apparel-collection-html-email-template; performance-footwear-html-template; paypal-business-insights-html; outdoor-voices-jog-shorts-html-template; outdoor-furniture-promotion-html-template; otter-pro-upgrade-html; oakley-factory-team-return-html-template; netlify-dynamic-features-html-email-template; mixpanel-vs-google-analytics-html-email-template; mixpanel-data-modeling; metabolism-test-promotion-html-template; beauty-makeup-essentials-offer; made-in-los-angeles-wholesale-html-email-template; lenny-kravitz-x-ray-ban-reverse-html-email-template; education-know-committed-educators; klaviyo-retention-strategy-webinar-html-template; kim-and-kris-powered-by-update-html-template; indeed-resume-visibility; hinge-mixpanel-html; green-banana-buffing-bar-html-template; google-workspace-html-email-template; ssp-precision-burrs-html; fashion-freedom-day-celebration; extra-peach-soda-html-template; travel-explore-the-world; event-sunscreen-promotion-html-email-template; eliot-runner-test-of-miles-html-template; ease-x-nomia-collection-html-template; digital-construction-conversations-podcast-html; restaurant-culinary-classes; copper-cow-coffee-rewards-email-template; connect-your-show-html-email-template; companies-hiring-now-html-email-template; beauty-celebrating-womanhood; celebrate-with-us-html; cecred-bioactive-keratin-html-template; carhartt-wip-radio-html-email-template; calendly-sales-marketing-resources-html; saas-business-solutions; burberry-summer-styles-html-email-template; bougie-free-shipping-email-template; board-views-insights-html-email-template; ecommerce-blossom-beauty; ecommerce-be-in-best-look; bbuc-dream-beyond-email-template; asphalte-le-short-classique-html-template; asana-calendar-view; as-seen-on-fashion-socks-html-email-template; allbirds-solstice-shoes-html-email-template; ai-upskilling-marketers-html-email-template; ace-branding-game-html; a24-screenplay-collection-html-template; 2023-consumer-trends-index-html
BookBurst Abandoned Cart Reminder HTML Email Template,ecommerce-book-in-abandoned-cart,images/ecommerce-book-in-abandoned-cart.webp,66851ff5597edd9f7c0cbee7,66851ff5597edd9f7c0cbdde,66851ff5597edd9f7c0cc213,Mon Jun 24 2024 09:16:07 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:24:35 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:25:01 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/6656cfa894f8540abda9ef88/66793957efef40ae7ee4cfa3_6679156aaa0a7e2256339b84_templates-abandoned-cart-ecommerce-book-in-abandoned-cart.png,,Use literary-themed graphics and narrative style to remind customers of items in their cart with this whimsical HTML email template. Perfect for online bookstores to encourage purchases.,,Ecommerce-Book In Abandoned Cart,https://www.figma.com/file/bjHHPMJtAwmKkTAHWpCIgO/Abandoned-Cart-Email-Templates-Library?type=design&node-id=1-4&mode=design&t=s7MsczgbDmnf8Xfx-0,"<p><a href=""/templates/abandoned-cart"" id="""">Abandoned Cart</a></p>","<p><a href=""/templates/marketing"" id="""">Marketing</a></p>","<p><a href=""/templates/ecommerce"" id="""">Ecommerce</a></p>","<p id="""">Yahoo!, Outlook</p>","<p id="""">GetResponse, Mailjet, Brevo, Active Campaign, Klaviyo, Salesforce, HubSpot, Moosend</p>",Remind customers of items in their cart with this whimsical HTML email template. Literary-themed graphics and narrative style boost conversions for bookstores.,/email-template/ecommerce-book-in-abandoned-cart,ecommerce-electronics-in-cart; beauty-off-on-order-purchase-from-cart; ecommerce-cherry-vanilla-abandoned-cart; fashion-hoodies-in-abandoned-cart; fashion-handbag-abandoned-cart-reminder; fashion-evening-gown-in-cart; fashion-loose-fit-t-shirt-in-cart
